group,lbi01,lbi02,lbi03,lbi04,lbi05,lbi06,lbi07,lbi08,lbi09,lbi10,lbi11,lfy01,lfy02,lfy03,lfy04,lfy05,lfy06,lfy07,lfy08,lfy09,lfy10,lfy11,lfy12,lke01,lke02,lke03,lke04,lke05,lke06,lke07,lke08,lke09,lke10,lke11,lmay01A,lmaa02,lmaa03,lmaa04,lmaa05,lmaa06,lmaa07,lmaa08,lmaa09,lmaa10,lmaa11,lmaa12,lmaa13,lmaa14,lmaa15,lmaa16,lmaa17,lmaa18,lmaa19,lmaa20,lmay01B,lmab02,lmab03,lmab04,lmab05,lmab06,lmab07,lmab08,lmab09,lmab10,lmab11,lmab12,lmab13,lmab14,lmab15,Hylättyjä arvosanoja,Arvosanojen lukumäärä,Opintoviikkoja,Keskiarvo
22d,8,9,9,-,-,-,-,-,-,-,-,9,9,7,8,9,10,9,-,-,-,-,-,10,10,8,9,10,-,-,S¹,-,-,-,9,9,10,9,10,9,9,-,9,-,9,-,-,-,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.0,48.0,9.04
22d,8,9,9,9,8,-,-,-,-,S¹,-,8,8,9,6,6,-,-,-,-,-,-,-,7,7,6,-,-,-,-,-,-,-,-,8,7,7,7,6,7,7,-,9,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.0,42.0,7.5
22d,8,9,9,9,9,-,-,-,-,-,-,8,8,6,7,7,7,7,-,-,-,-,-,7,7,-,-,-,-,-,S¹,-,-,-,7,7,7,7,8,8,8,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.0,42.0,7.68
22d,9,9,9,9,7,-,-,-,-,S¹,-,9,9,9,10,9,9,K,-,-,-,-,-,9,9,9,9,10,-,-,-,-,-,-,8,8,8,8,9,8,8,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.0,47.0,8.75
22d,9,10,10,9,9,-,-,-,-,-,-,9,9,7,7,9,8,8,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,9,9,8,9,10,10,10,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,40.0,8.86
22d,9,9,9,9,8,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,10,10,9,7,10,-,-,S¹,-,S¹,-,7,7,9,7,6,9,9,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,40.0,8.6
22d,9,8,8,9,8,-,-,-,-,-,-,8,8,8,9,8,8,8,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,9,7,8,7,7,7,7,-,9,-,8,-,-,-,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.0,45.0,8.09
22d,9,9,9,8,8,-,-,-,-,-,S¹,8,8,10,10,9,5,-,-,-,-,-,S¹,8,8,7,9,9,9,S¹,-,-,-,S¹,9,8,9,9,7,8,6,8,9,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35.0,58.0,8.22
22d,10,9,9,9,9,-,-,-,-,S¹,-,9,9,9,9,8,10,10,-,-,-,-,-,10,10,9,9,10,-,-,S¹,-,-,-,10,9,9,9,10,9,9,-,10,-,-,-,-,-,-,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32.0,52.0,9.32
22d,10,10,10,10,10,-,-,-,-,-,-,10,10,10,10,10,K,-,-,-,-,-,-,10,10,10,9,10,-,-,-,-,S¹,-,9,10,10,10,9,9,9,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,44.0,9.78
22d,10,10,10,9,9,-,-,-,-,-,-,9,9,9,-,-,-,-,-,-,-,-,-,10,10,9,10,6,-,-,S¹,-,S¹,-,10,10,10,10,9,9,9,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.0,42.0,9.38
22d,10,10,10,10,10,-,-,-,-,S¹,-,10,10,10,10,9,9,9,-,-,-,-,-,10,10,10,10,10,-,-,S¹,-,S¹,-,10,9,9,9,10,10,10,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32.0,53.0,9.76
22d,10,10,10,9,10,-,-,-,-,-,-,9,9,9,9,9,8,8,-,-,-,-,-,10,10,9,9,10,-,-,S¹,-,-,-,8,9,9,9,9,8,8,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.0,48.0,9.08
22e,7,7,7,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,5,7,6,4,-,-,-,-,-,-,-,-,-,-,2,16.0,18.0,6.58
22e,7,8,8,-,-,-,-,-,-,-,-,8,8,-,K,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,7,6,8,6,-,-,-,-,-,-,-,-,-,-,-,17.0,18.0,7.33
22e,7,9,9,7,7,-,-,-,-,S¹,-,9,9,9,5,9,8,-,-,-,-,-,-,7,7,8,7,8,-,-,S¹,-,S¹,-,8,6,5,6,5,6,6,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31.0,50.0,7.29
22e,7,9,9,-,-,-,-,-,-,-,-,10,10,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,7,7,10,8,-,-,-,-,-,-,-,S¹,-,-,-,17.0,21.0,8.58
22e,8,8,8,6,7,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,8,5,7,4,-,-,-,-,-,-,-,-,-,-,1,19.0,24.0,6.79
22e,8,8,8,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,7,6,9,9,-,-,-,-,-,-,-,-,-,-,-,16.0,18.0,7.75
22e,8,8,8,7,8,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,4,6,8,7,-,-,-,-,-,-,-,-,-,-,1,18.0,22.0,7.29
22e,8,8,8,-,7,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,6,4,4,4,-,-,-,-,-,-,-,-,-,-,3,17.0,22.0,6.46
22e,8,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,7,5,7,8,-,-,-,-,-,-,-,-,-,-,-,14.0,18.0,7.1
22e,8,8,8,-,-,-,-,-,-,-,-,7,7,7,-,-,-,-,-,-,-,-,-,7,7,8,7,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,8,6,8,9,-,-,-,-,-,-,-,-,-,-,-,20.0,28.0,7.44
22e,8,8,8,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,9,9,8,-,-,-,-,-,-,-,-,-,-,-,16.0,20.0,8.33
22e,8,7,7,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,5,6,7,-,-,-,-,-,-,-,-,-,-,-,16.0,20.0,6.5
22e,8,7,7,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,7,6,5,7,-,-,-,-,-,-,-,-,-,-,-,16.0,20.0,7.0
22e,8,8,8,-,-,-,-,S¹,-,-,-,8,8,-,8,8,8,8,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,6,7,6,7,6,6,6,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.0,38.0,7.26
22e,9,8,8,8,8,-,-,-,-,S¹,-,9,9,9,-,-,-,-,-,-,-,-,-,8,8,7,7,8,-,-,-,-,-,-,8,7,7,7,7,7,7,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,41.0,7.86
22e,9,8,8,8,7,-,-,S¹,-,-,-,10,10,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,9,8,6,8,7,8,8,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.0,34.0,8.18
22e,9,7,7,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,9,9,8,8,7,-,-,-,-,-,-,8,7,6,7,7,8,8,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.0,34.0,7.61
22e,9,9,9,9,8,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,8,8,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,5,6,9,8,-,-,-,-,-,S¹,-,-,-,-,-,20.0,25.0,8.07
22e,9,10,9,9,10,-,-,S¹,-,-,-,10,10,7,7,-,-,-,-,-,-,-,-,9,9,8,7,8,-,-,-,-,-,-,9,8,7,8,9,8,8,-,8,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.0,44.0,8.48
22e,9,8,8,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,9,9,8,9,8,9,9,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.0,26.0,8.8
22e,9,8,8,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,8,6,6,7,-,-,-,-,-,-,-,-,-,-,-,16.0,20.0,7.67
22e,9,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,6,7,9,9,-,-,-,-,-,-,-,-,-,-,-,14.0,18.0,8.1
22e,9,9,9,9,9,-,-,-,-,-,-,9,9,9,10,10,10,8,-,-,-,-,-,9,9,8,8,9,-,-,-,-,S¹,-,10,9,8,9,9,9,9,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.0,50.0,8.96
22e,9,8,8,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,9,9,7,6,9,-,-,-,-,-,-,9,8,6,8,8,8,8,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.0,34.0,7.89
22e,9,8,8,-,-,-,-,-,-,-,-,10,10,7,8,7,7,7,-,-,-,-,-,8,8,-,-,-,-,-,S¹,-,-,-,7,8,7,8,9,9,9,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,40.0,8.1
22e,9,8,8,-,-,-,-,S¹,-,S¹,-,9,9,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,7,8,8,8,-,-,-,-,-,-,-,-,-,-,-,18.0,24.0,7.75
22e,9,9,9,10,8,-,-,-,-,S¹,-,8,8,8,9,9,9,8,-,-,-,-,-,10,10,8,9,6,-,-,-,-,-,-,8,9,9,9,9,9,9,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.0,50.0,8.68
22e,9,9,9,-,-,-,-,-,-,-,-,9,9,9,10,10,7,6,8,-,-,-,-,8,8,6,6,6,-,-,-,-,-,-,8,9,8,9,8,8,8,-,8,6,-,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.0,48.0,8.04
22e,9,8,8,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,7,7,9,10,-,-,-,-,-,-,-,-,-,-,-,16.0,20.0,8.33
22e,10,9,9,10,10,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,9,9,7,9,9,8,8,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.0,30.0,8.82
22e,10,9,9,-,-,-,-,S¹,-,-,-,6,6,-,-,-,-,-,-,-,-,-,-,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,7,6,9,7,-,-,-,-,-,S¹,S¹,-,-,-,-,19.0,25.0,8.08
22f,6,7,7,-,-,-,-,-,-,-,-,5,5,-,-,-,-,-,-,-,-,-,-,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,6,6,6,5,-,-,-,-,-,-,-,-,-,-,-,16.0,18.0,5.83
22f,7,7,7,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,7,6,O,-,-,-,-,-,-,-,-,-,-,-,16.0,18.0,6.91
22f,7,7,7,6,6,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,9,5,7,5,6,7,7,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.0,30.0,6.65
22f,7,8,8,7,9,-,-,S¹,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,5,7,8,7,-,-,-,-,-,-,-,-,-,-,-,19.0,24.0,7.36
22f,8,7,7,7,-,-,-,-,-,K¹,-,8,8,6,8,6,5,6,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,7,8,8,8,7,7,7,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,38.0,7.14
22f,8,8,8,7,6,-,-,-,-,-,-,8,8,-,K,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,7,6,7,6,-,-,-,-,-,-,-,-,-,-,-,19.0,22.0,7.14
22f,8,7,7,7,6,-,-,-,-,-,-,9,9,10,10,5,-,-,-,-,-,S¹,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,5,7,8,8,-,-,-,-,-,-,-,-,-,-,-,22.0,30.0,7.59
22f,8,7,7,8,7,-,-,S¹,-,-,-,8,8,8,8,6,7,6,-,-,-,-,-,8,8,7,5,8,-,-,-,S¹,S¹,-,8,7,8,7,5,7,7,-,7,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33.0,56.0,7.23
22f,8,9,9,8,8,-,-,-,-,S¹,-,8,8,8,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,7,8,7,8,6,8,8,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.0,36.0,7.89
22f,8,7,7,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,4,8,9,7,-,-,-,-,-,-,-,-,-,-,1,16.0,20.0,7.08
22f,8,8,8,7,8,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,7,7,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,9,9,8,-,-,-,-,-,-,-,-,-,-,-,19.0,24.0,7.6
22f,8,8,8,8,9,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,6,7,9,7,-,-,-,-,-,-,-,-,-,-,-,18.0,22.0,7.79
22f,8,7,7,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,7,7,8,7,-,-,-,-,-,-,-,-,-,-,-,16.0,18.0,7.25
22f,8,8,8,8,-,-,-,-,-,-,-,8,8,-,K,-,-,-,-,-,-,-,-,8,8,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,6,5,6,7,-,-,-,-,-,-,S¹,-,-,-,-,20.0,24.0,7.29
22f,8,8,8,9,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,8,8,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,7,6,8,7,-,-,-,-,-,-,-,-,-,-,-,18.0,20.0,7.38
22f,8,7,7,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,9,8,7,-,-,-,-,-,-,-,-,-,-,-,16.0,18.0,7.5
22f,8,8,8,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,7,6,8,6,7,6,6,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.0,26.0,7.2
22f,8,9,9,7,9,-,-,-,-,S¹,-,8,8,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,8,7,6,-,-,-,-,-,-,-,-,-,-,-,19.0,24.0,7.64
22f,8,9,9,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,9,9,9,9,8,8,8,-,10,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.0,29.0,8.63
22f,8,9,9,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,5,9,8,9,-,-,-,-,-,-,-,-,-,-,-,16.0,18.0,8.33
22f,8,9,9,9,9,-,-,-,-,-,-,9,9,8,6,6,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,5,7,10,8,-,-,-,-,-,-,-,-,-,-,-,21.0,28.0,7.88
22f,9,7,7,5,-,-,-,-,-,-,-,7,7,4,8,-,-,-,-,-,-,-,-,8,8,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,5,5,8,5,-,-,-,-,-,-,-,-,-,-,1,20.0,26.0,6.56
22f,9,8,8,-,-,-,-,-,-,-,-,9,9,8,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,7,-,9,-,-,-,-,-,-,S¹,S¹,S¹,-,-,19.0,26.0,8.08
22f,9,9,9,9,8,-,-,-,-,S¹,-,9,9,K,-,-,-,-,-,-,-,-,-,8,8,7,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,6,8,8,9,-,-,-,-,-,-,-,-,-,-,-,23.0,30.0,8.06
22f,9,9,9,8,9,-,-,S¹,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,S¹,-,-,8,7,7,7,7,7,7,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.0,34.0,8.0
22f,9,8,8,-,-,-,-,-,-,-,-,8,8,8,7,7,8,8,-,-,-,-,-,8,8,8,7,7,-,-,-,-,-,-,8,8,6,8,7,7,7,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.0,42.0,7.65
22f,9,9,9,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,9,9,8,9,9,9,9,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.0,26.0,8.87
22f,10,8,8,-,-,-,-,-,-,-,-,8,8,7,5,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,S¹,-,-,-,6,7,7,7,7,9,9,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.0,32.0,7.65
22f,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,6,-,-,-,-,-,-,-,-,-,-,-,7.0,8.0,7.0
22f,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,S,K,-,-,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,O,S,-,-,-,-,-,-,-,-,-,-,-,-,11.0,8.0,5.0
23a,7,-,-,-,-,-,-,-,-,-,-,9,9,9,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,10,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.0,12.0,8.88
23a,7,-,-,-,-,-,-,-,-,-,-,8,8,8,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,9,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.0,12.0,7.88
23a,7,-,-,-,-,-,-,-,-,-,-,7,7,5,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,7,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.0,12.0,7.13
23a,7,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,9,6,-,-,-,-,-,-,-,-,-,-,-,-,-,12.0,12.0,7.63
23a,7,-,-,-,-,-,-,-,-,-,-,8,8,7,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,8,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.0,12.0,7.63
23a,7,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,10,7,-,-,-,-,-,-,-,-,-,-,-,-,-,12.0,12.0,8.13
23a,7,-,-,-,-,-,-,-,-,-,-,7,7,7,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,12.0,12.0,7.5
23a,7,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,8,7,-,-,-,-,-,-,-,-,-,-,-,-,-,12.0,12.0,7.88
23a,8,-,-,-,-,-,-,-,-,-,-,9,9,9,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,10,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.0,12.0,9.13
23a,8,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,10,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.0,10.0,8.86
23a,8,-,-,-,-,-,-,-,-,-,-,9,9,7,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,9,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.0,12.0,8.63
23a,8,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,11.0,10.0,8.86
